filename,average_plddt,ranking_score,iptm,ptm,dope,soap,dockq,cpscore,interface_plddt,sc,ec,frustrate,rmsd,bsa,refine_dope
6IF2_seed-5662923_sample-1model,85.77228408,0.82,0.81,0.86,-3.289893947,-3042.22583,0.588914413,0.190570976,84.80935178,0.683,0.146300373,62.213,0.30809772,984.289,-6.068831639651624
6U08_seed-5596136_sample-4model,95.01604082,0.92,0.92,0.93,-2.756015203,-3242.019531,0.961068257,0.429258398,96.75350505,0.72,0.139870901,79.431,0.313740611,1153.95,-4.9529405978522725
7D2T_seed-634254_sample-1model,91.91187027,0.89,0.9,0.84,-2.566230236,-3101.217285,0.950766697,-0.175874198,92.09627366,0.687,0.124619728,41.445,0.313795447,1262.89,-4.130313509460059
6U08_seed-5738523_sample-1model,95.01455612,0.92,0.92,0.93,-2.735181297,-3244.401367,0.970129048,0.17791089,96.56496584,0.723,0.139795321,78.245,0.30897519,1143.68,-4.919576463230545
7D2T_seed-3470202_sample-1model,91.77497201,0.89,0.9,0.85,-2.530666499,-3049.763672,0.965944945,-0.082344154,92.05848394,0.679,0.12001347,44.592,0.312061161,1255.49,-4.079551754914464
7D2T_seed-8549438_sample-4model,91.89180441,0.89,0.9,0.85,-2.561313471,-2970.142822,0.939929071,0.136356871,91.25422733,0.698,0.121181643,47.396,0.309831202,1246.08,-4.129810288099124
6A6I_seed-565733_sample-3model,84.62038835,0.87,0.81,0.77,-2.375000862,-1731.16333,0.760830913,0.51753799,88.76008616,0.597,0.132823456,68.538,0.649329543,698.442,-4.369343590576182
7D2T_seed-2726442_sample-1model,91.62324992,0.89,0.9,0.84,-2.537817194,-2981.657715,0.871989125,0.301229648,91.64224419,0.684,0.118635424,44.572,0.354698062,1255.53,-4.098811120174826
6A6I_seed-9814955_sample-3model,84.46799851,0.89,0.83,0.78,-2.374330249,-1521.895874,0.740859163,0.523298776,88.83275572,0.622,0.137391423,73.677,0.583770871,674.238,-4.465712475748944
6U08_seed-7278045_sample-3model,95.27331633,0.93,0.92,0.93,-2.762885951,-3329.849365,0.964657221,-0.031574616,96.42930557,0.736,0.145374899,79.084,0.294111431,1156.32,-4.978734989829777
7D2T_seed-4626543_sample-3model,91.70727692,0.89,0.9,0.84,-2.567123278,-3140.579102,0.970404957,0.14028964,91.05772723,0.691,0.124278173,44.619,0.306967676,1257.09,-4.150446004127526
6IF2_seed-1045424_sample-3model,86.49371795,0.83,0.82,0.87,-3.331335664,-3210.208252,0.578666581,-0.034177298,85.68134894,0.643,0.14113891,81.948,0.292383492,1041.97,-6.14230799373747
7D2T_seed-3472535_sample-4model,91.4255219,0.89,0.9,0.84,-2.576644641,-3148.498535,0.947989943,0.088053842,91.89213597,0.685,0.119823647,45.434,0.331422895,1241.04,-4.165869153369841
6U08_seed-6436575_sample-1model,94.95077551,0.92,0.92,0.93,-2.772936459,-3268.282227,0.96208857,0.059335388,96.21039071,0.735,0.13906296,94.693,0.404628366,1153.52,-4.989483614239774
6U08_seed-592774_sample-1model,94.84658673,0.92,0.92,0.93,-2.764276413,-3278.649414,0.964292404,0.064415056,96.56466374,0.745,0.134207784,94.397,0.353121936,1153.01,-4.96404349735471
6U08_seed-2232659_sample-1model,95.10986224,0.92,0.92,0.93,-2.761070116,-3205.328369,0.9698469,0.374474368,96.69477052,0.726,0.1421069,79.878,0.344114989,1152.61,-4.969601176225917
6U08_seed-8448077_sample-3model,95.1727449,0.93,0.93,0.93,-2.691289059,-3203.821045,0.964497517,0.028906854,96.67784246,0.734,0.1402387,77.647,0.295820951,1151.05,-4.8390932680234275
7D2T_seed-4381233_sample-2model,91.74983207,0.89,0.9,0.84,-2.534882081,-3149.438232,0.942740522,0.255595732,91.61126535,0.686,0.118572709,45.382,0.312928766,1260.51,-4.09722230131138
6U08_seed-8448077_sample-1model,94.98307653,0.92,0.92,0.93,-2.745982257,-3212.824219,0.957681172,0.096002811,96.32131549,0.717,0.140286186,92.07,0.326461345,1256.5,-4.936405878237324
7D2T_seed-763339_sample-1model,91.7316299,0.89,0.9,0.85,-2.550687067,-3082.447754,0.979235695,0.288082716,92.01755523,0.685,0.12063674,42.955,0.344461977,1240.74,-4.13262643075602
7D2T_seed-5385502_sample-2model,91.74130063,0.89,0.9,0.84,-2.564746249,-3069.028809,0.926301874,-0.449360361,91.41629545,0.691,0.118788851,45.075,0.310346901,1254.29,-4.150051726763351
7D2T_seed-3109649_sample-0model,91.61087257,0.89,0.9,0.85,-2.509032626,-2998.254639,0.965949152,-0.066673337,91.68138258,0.682,0.123260876,42.79,0.311469972,1231.42,-4.031667157326529
7D2T_seed-48323_sample-1model,91.55230491,0.89,0.9,0.84,-2.589007839,-3164.883789,0.947230691,-0.319669255,91.26395128,0.701,0.121200389,44.667,0.329572052,1256.34,-4.1769305789357105
6U08_seed-4271867_sample-4model,95.12601531,0.92,0.92,0.93,-2.76466159,-3173.650146,0.952915108,-0.375836979,96.38114312,0.708,0.138081787,78.112,0.296954036,1147.45,-4.990050482479786
6U08_seed-5220729_sample-0model,94.80870408,0.92,0.92,0.93,-2.730842104,-3274.539551,0.964890964,0.335787942,96.24999988,0.723,0.136815028,91.428,0.327734679,1156.03,-4.900448069351924
7D2T_seed-3213482_sample-1model,92.12516958,0.89,0.9,0.85,-2.502233317,-2980.371582,0.914681061,0.895654202,92.32112774,0.69,0.11642448,45.384,0.331656963,1247.7,-4.023661259992019
6A6I_seed-5365195_sample-2model,84.84749066,0.78,0.79,0.77,-2.770768829,-1660.365479,0.755652205,-0.175707848,87.8904529,0.623,0.135619192,68.97,0.407893091,685.784,-5.128165811450478
6U08_seed-9627247_sample-3model,95.0189898,0.92,0.92,0.93,-2.748677716,-3211.112061,0.97111095,-0.084895251,96.60827337,0.728,0.13955678,88.463,0.295809925,1158.38,-4.945762114173681
6U08_seed-1045424_sample-1model,95.14540816,0.93,0.92,0.93,-2.699909689,-3066.866211,0.969287176,0.172144202,96.68751194,0.719,0.138998412,81.242,0.310448855,1144.09,-4.864778485512639
7D2T_seed-1769132_sample-3model,91.77157721,0.89,0.9,0.84,-2.555935079,-3025.114746,0.920019958,0.766023114,92.35918359,0.677,0.123035428,46.729,0.330135643,1232.64,-4.146445290157068
6A6I_seed-1067921_sample-4model,84.83023152,0.88,0.82,0.77,-2.450154463,-1753.189941,0.804488968,0.388361972,88.40899523,0.606,0.135734696,79.317,0.58003068,691.933,-4.436074827919922
7D2T_seed-6675204_sample-0model,92.02106355,0.89,0.9,0.85,-2.518762807,-2968.270264,0.819741111,-0.286599862,91.91727957,0.681,0.115952185,48.786,0.321641207,1244.81,-4.067093209045623
6U08_seed-3915180_sample-1model,95.23632653,0.93,0.92,0.93,-2.751736498,-3311.821777,0.970227467,0.159959209,96.67476098,0.733,0.138474337,91.311,0.347222477,1151.2,-4.951324248087078
5ZNG_seed-5442239_sample-3model,84.79184948,0.86,0.76,0.74,-1.514352164,-2019.857178,0.749459837,-0.585208666,82.49920047,0.67,0.126190627,91.131,0.30710277,768.414,-2.633444962642854
7D2T_seed-6920217_sample-2model,91.98381627,0.89,0.9,0.84,-2.549976344,-3101.896973,0.970250046,0.237420406,91.97828142,0.695,0.120016114,39.693,0.323054075,1239.18,-4.110798114684388
7D2T_seed-8814418_sample-3model,91.97857425,0.89,0.9,0.84,-2.548657186,-2996.777832,0.940602627,0.477892394,92.00340582,0.681,0.119414817,41.554,0.338503182,1242.64,-4.107740786561491
7D2T_seed-1769132_sample-2model,91.83275601,0.89,0.9,0.84,-2.559935483,-3095.158203,0.933991339,0.533902694,92.1620145,0.686,0.119102313,44.082,0.318764567,1261.05,-4.131933270279147
5ZNG_seed-3213482_sample-1model,85.26290633,0.91,0.83,0.77,-1.61460592,-2172.818115,0.736169422,-0.019786028,81.33587381,0.714,0.127986289,95.184,0.25502491,813.889,-2.786880829517719
6U08_seed-732152_sample-1model,95.09145918,0.92,0.92,0.93,-2.721793759,-3176.839355,0.9543092,0.268821282,96.95658299,0.73,0.139385061,91.403,0.321664572,1137.08,-4.896399098609695
7D2T_seed-6436575_sample-2model,91.54390188,0.89,0.9,0.84,-2.571471358,-3102.526611,0.960538989,-0.344486226,91.39604791,0.685,0.117865887,43.549,0.30783996,1273.31,-4.17928874020211
6A6I_seed-4271867_sample-2model,84.83530246,0.8,0.8,0.77,-2.816220405,-1741.69104,0.79632131,0.363116026,88.41350592,0.586,0.134680568,64.277,0.452693164,677.029,-5.160344909345037
5ZNG_seed-2534801_sample-3model,85.11056045,0.89,0.81,0.76,-1.567585628,-2075.256104,0.741795322,-0.165178916,82.12907646,0.667,0.134501717,88.92,0.288855553,770.615,-2.710853719345239
6A6I_seed-6439119_sample-2model,84.52521285,0.83,0.78,0.76,-2.506871273,-1596.363525,0.821872796,0.246329745,87.70024978,0.638,0.137274707,74.045,0.502185524,699.573,-4.521814103510327
6U08_seed-2934233_sample-0model,94.9727551,0.92,0.92,0.93,-2.701077318,-3231.370361,0.961189429,0.152518824,96.45812647,0.716,0.141823702,77.997,0.296991706,1156.52,-4.855659322554718
6U08_seed-3472535_sample-0model,95.32878061,0.93,0.93,0.93,-2.71454798,-3161.879395,0.96713147,0.08373775,96.82090286,0.726,0.141970335,92.238,0.314538568,1143.93,-4.880941885452902
7D2T_seed-7541423_sample-1model,91.75791241,0.89,0.9,0.85,-2.568649664,-3106.501465,0.951816569,-0.175853318,92.10252456,0.685,0.117302443,42.232,0.316533327,1244.62,-4.161880067912124
7D2T_seed-2232659_sample-4model,91.78679947,0.89,0.91,0.85,-2.535294947,-3075.107666,0.920552859,-0.03447014,91.42500005,0.688,0.136796971,47.785,0.311533213,1254.15,-4.084298756497398
5ZNG_seed-4821021_sample-4model,84.84454764,0.91,0.83,0.77,-1.559799275,-2223.874756,0.732634268,0.666845096,80.30289907,0.689,0.127731464,82.43,0.25442481,790.015,-2.7310614093886865
6A6I_seed-958038_sample-1model,83.5450112,0.78,0.78,0.76,-2.747275814,-1665.190552,0.756281205,0.002882198,85.53607077,0.589,0.140825418,53.424,0.688084304,677.485,-5.093720856230274
6U08_seed-415646_sample-0model,94.94407143,0.92,0.92,0.93,-2.774597754,-3275.121826,0.968624463,-0.007910634,96.13645773,0.735,0.137093524,91.463,0.343431294,1162.83,-4.990772495502917
6U08_seed-3048189_sample-4model,94.99702041,0.92,0.92,0.93,-2.729427056,-3221.888428,0.960919336,0.113579763,96.36163917,0.728,0.136779367,86.33,0.327857316,1145.42,-4.904097542811984
6U08_seed-2706288_sample-0model,94.90368367,0.92,0.92,0.93,-2.717541591,-3114.232666,0.973454195,0.102929304,96.62113382,0.711,0.145024977,84.178,0.302405238,1156.02,-4.893492798859789
7D2T_seed-36904_sample-2model,92.0260619,0.89,0.9,0.85,-2.544266705,-2944.355225,0.952038114,-0.149941846,91.78953905,0.696,0.125045003,42.948,0.341697007,1233.87,-4.127188493281259
6U08_seed-4007339_sample-1model,95.07660204,0.92,0.92,0.93,-2.728695336,-3177.435303,0.957417048,0.09251003,96.43720039,0.711,0.144126953,82.193,0.289119333,1147.24,-4.912751225618198
6U08_seed-8814418_sample-1model,95.04707143,0.92,0.92,0.93,-2.749377044,-3156.177979,0.96246867,0.53211999,96.42066691,0.721,0.136212865,82.048,0.322566003,1148.77,-4.955530418611324
7D2T_seed-475010_sample-1model,91.69675667,0.89,0.9,0.84,-2.557569055,-3041.067139,0.914419691,0.01255808,91.83514731,0.682,0.121244874,46.084,0.328394949,1239.53,-4.119953900029242
7D2T_seed-2188843_sample-1model,91.9354758,0.89,0.9,0.84,-2.522982629,-2971.471924,0.953987846,-0.254210818,91.90882901,0.683,0.114803836,43.105,0.310385108,1255.42,-4.066336223201426
6U08_seed-7479025_sample-4model,94.93010204,0.92,0.92,0.93,-2.72111004,-3222.454346,0.971017578,0.076588231,96.69347925,0.72,0.142703367,77.466,0.312203318,1152.73,-4.899709561374781
6U08_seed-9646241_sample-3model,94.91912755,0.92,0.92,0.93,-2.73209871,-3274.861084,0.975164057,0.247051498,96.69328102,0.714,0.143504915,85.67,0.318375468,1160.65,-4.905532570222652
7D2T_seed-9445303_sample-1model,91.85623312,0.89,0.9,0.84,-2.589258527,-2868.320313,0.929779871,-0.180179982,92.24911504,0.696,0.120306858,45.596,0.335712671,1240.84,-4.195544794309195
6U08_seed-1903384_sample-4model,95.11526531,0.92,0.92,0.93,-2.751400493,-3167.477295,0.968137241,0.133412502,96.54020686,0.731,0.139885545,81.473,0.336081088,1153.09,-4.970896811809363
6A6I_seed-5662923_sample-1model,85.46164302,0.82,0.81,0.79,-2.694342199,-1840.349731,0.831998615,0.32845284,86.7288929,0.632,0.136922205,68.178,0.366580606,685.559,-4.953360462713716
7D2T_seed-2220012_sample-0model,91.90643398,0.89,0.9,0.84,-2.595188643,-3111.332275,0.94801628,0.04962148,92.75430663,0.675,0.120300895,42.543,0.335538089,1236.9,-4.225715789667821
6A6I_seed-1020037_sample-3model,83.96700523,0.85,0.8,0.76,-2.2057735,-1636.714844,0.633091981,0.308632884,88.25770268,0.614,0.136009254,66.915,0.56369406,741.898,-3.997850093557383
6U08_seed-1045424_sample-2model,94.91232143,0.92,0.92,0.93,-2.756191206,-3062.110352,0.956994566,0.09315924,96.52034996,0.708,0.140009735,85.143,0.292685419,1157.03,-4.961736939720215
6U08_seed-5662923_sample-3model,95.11965306,0.92,0.92,0.93,-2.746968419,-3139.971924,0.965953201,0.213179966,96.64738941,0.734,0.136099262,84.059,0.278328836,1148.28,-4.9493911170355
6U08_seed-6826974_sample-3model,95.10536735,0.92,0.92,0.93,-2.728832704,-3245.546143,0.971049015,-0.129030576,96.83608668,0.731,0.141390199,80.234,0.33134523,1163.12,-4.909341640454529
6U08_seed-9045222_sample-4model,95.11612245,0.93,0.92,0.93,-2.739772983,-3247.92041,0.956928666,-0.148363015,96.1842355,0.73,0.137906644,83.675,0.382023722,1139.7,-4.927726271299388
6U08_seed-7123372_sample-4model,95.21985204,0.92,0.92,0.93,-2.744977362,-3251.307129,0.961675707,0.371553607,96.81147803,0.723,0.135251631,86.625,0.323400289,1154.57,-4.928306443596163
6U08_seed-204505_sample-4model,95.02434694,0.92,0.92,0.93,-2.743272748,-3247.792725,0.964415399,-0.213935649,96.59561353,0.747,0.137932347,83.965,0.327589571,1150.89,-4.945899310541456
6A6I_seed-4821021_sample-2model,85.73718447,0.9,0.84,0.79,-2.422657507,-1935.765259,0.760995922,-0.326791439,89.76064034,0.648,0.140368463,80.087,0.46917811,708.39,-4.43088900421826
7D2T_seed-4629991_sample-3model,91.81942048,0.89,0.9,0.85,-2.518660518,-3010.952393,0.931647397,0.160944006,92.02228168,0.687,0.12110282,46.247,0.313982069,1243.7,-4.048954205484993
6A6I_seed-4553996_sample-0model,84.13527259,0.87,0.82,0.77,-2.312185716,-1627.244751,0.817144695,-0.096256827,88.78120667,0.615,0.139024261,74.88,0.545860767,696.914,-4.264472739420958
7D2T_seed-1240546_sample-2model,92.1685512,0.89,0.91,0.85,-2.545878421,-3062.03833,0.968247444,-0.283443156,92.355585,0.683,0.115566682,42.183,0.336570472,1248.26,-4.120264775677689
5ZNG_seed-9045222_sample-0model,84.70135308,0.91,0.81,0.76,-1.540441316,-1938.029907,0.738058264,-0.274144438,80.6769117,0.626,0.123816079,86.087,0.325874835,829.85,-2.731797727304156
5ZNG_seed-5662923_sample-4model,84.52807046,0.86,0.76,0.74,-1.572772623,-2039.763062,0.739909231,-0.073999166,80.97941552,0.692,0.124767704,84.383,0.315285772,823.255,-2.7458990007634876
6A6I_seed-5899171_sample-0model,84.00864824,0.88,0.82,0.77,-2.402625241,-2056.219727,0.549058921,-0.284477639,85.6305965,0.626,0.128517093,74.07,0.665373743,842.602,-4.404662626760033
5ZNG_seed-9079663_sample-0model,85.127494,0.9,0.81,0.76,-1.55999045,-2290.554932,0.741167159,-0.262298159,80.07665482,0.706,0.140937786,91.998,0.337140679,875.494,-2.7148685429658794
6A6I_seed-4738161_sample-2model,84.65206871,0.86,0.81,0.77,-2.503844239,-1602.001587,0.684021385,-0.116267655,89.71803445,0.643,0.144255289,70.586,0.467281193,650.261,-4.61176000624289
6U08_seed-60188_sample-4model,95.04757653,0.92,0.92,0.93,-2.745824986,-3124.515137,0.955855465,-0.018712294,96.38399992,0.719,0.137183654,82.686,0.320290715,1157.87,-4.927618989975015
7D2T_seed-5171218_sample-0model,91.98973987,0.89,0.9,0.85,-2.534206867,-3048.459473,0.884685205,-0.594898895,91.94896116,0.685,0.118892106,44.845,0.320097893,1254.16,-4.097992108854843
7D2T_seed-896766_sample-1model,91.81702667,0.89,0.9,0.85,-2.571130041,-3089.456055,0.945782042,0.606932038,92.01011989,0.699,0.12512842,43.68,0.320947856,1256.16,-4.156112912074036
6A6I_seed-1485043_sample-2model,84.05076176,0.86,0.8,0.76,-2.236984257,-1583.556152,0.70442347,0.421025998,88.31580952,0.598,0.138239516,66.515,0.548860312,669.726,-4.0934736320717136
6U08_seed-7479025_sample-0model,95.07847449,0.92,0.92,0.93,-2.728874071,-3072.080566,0.967310216,-0.120050071,96.5874044,0.707,0.139277531,80.262,0.322560936,1127.94,-4.9226191287988925
7D2T_seed-5945783_sample-0model,91.69672045,0.89,0.9,0.84,-2.577568953,-2930.488281,0.933870501,0.083741782,92.29532028,0.694,0.124725378,47.335,0.351931602,1243.12,-4.176166717101371
6U08_seed-31329_sample-1model,94.98570918,0.92,0.92,0.93,-2.710461279,-3132.806885,0.978487419,0.089050905,95.71466106,0.71,0.137768496,79.944,0.304710478,1148.04,-4.879092142164953
6U08_seed-5527746_sample-4model,95.13788776,0.92,0.92,0.93,-2.736507368,-3163.876465,0.97345283,0.608160348,96.46363409,0.721,0.143636428,82.434,0.307719946,1162.17,-4.918441151149581
7D2T_seed-4271867_sample-4model,91.72670728,0.89,0.9,0.85,-2.538760585,-2863.109619,0.942052627,0.358787035,91.95429961,0.69,0.137951598,44.036,0.313415051,1262.18,-4.100653582180531
6A6I_seed-4517818_sample-2model,84.0820463,0.87,0.81,0.77,-2.448272438,-1602.209473,0.765368783,0.10429895,85.76404323,0.6,0.136387015,64.691,0.655923903,699.068,-4.507854880127635
7D2T_seed-2962710_sample-2model,91.72609154,0.89,0.9,0.84,-2.568616804,-3053.470703,0.940424059,0.08055284,91.34021572,0.694,0.115879787,36.172,0.384009391,1266.24,-4.154448962906532
7D2T_seed-2111856_sample-3model,92.20750082,0.89,0.9,0.84,-2.549035072,-2965.687256,0.969266733,-0.097560173,92.60687618,0.687,0.115618062,47.477,0.321879953,1257.74,-4.117180469405232
6U08_seed-896766_sample-4model,95.28777551,0.93,0.92,0.93,-2.759336234,-3193.267578,0.971227666,0.330055404,96.74172072,0.731,0.130956179,89.432,0.335474283,1147.73,-4.966805501372145
6U08_seed-4553996_sample-0model,95.19006633,0.92,0.92,0.93,-2.697907315,-3171.561035,0.967509949,-0.382730602,96.73623326,0.711,0.138160653,79.491,0.347402424,1155.73,-4.855410136380694
7D2T_seed-3226718_sample-2model,91.76007573,0.89,0.9,0.85,-2.541960166,-3058.915039,0.973149375,0.009074371,91.87917662,0.684,0.116274401,46.097,0.305722326,1255.93,-4.106254945762181
7D2T_seed-5491776_sample-2model,91.60485677,0.89,0.9,0.85,-2.523544954,-3099.378662,0.932976204,0.030714364,91.45836497,0.689,0.117955256,42.282,0.331665844,1250.78,-4.0256703838646795
6U08_seed-4572804_sample-1model,94.94353571,0.92,0.92,0.93,-2.757838062,-3273.480713,0.968581184,0.329594582,96.72103442,0.724,0.136666073,79.767,0.30624947,1148.85,-4.9779434091396215
6U08_seed-9690929_sample-4model,95.07338265,0.92,0.92,0.93,-2.772662503,-3278.556396,0.966383114,0.242426667,96.45897401,0.731,0.138144595,82.608,0.30662173,1141.51,-5.000261423909016
6A6I_seed-614460_sample-4model,82.8696714,0.85,0.79,0.75,-2.247666816,-1571.158081,0.784713798,0.214201174,86.43693235,0.615,0.140588266,77.095,0.502789438,676.432,-4.095328433850846
6U08_seed-5171218_sample-4model,95.04087755,0.92,0.92,0.93,-2.744314326,-3246.630127,0.961889592,-0.204106304,96.6895396,0.731,0.144929729,85.023,0.328339994,1155.88,-4.9517856793107935
7D2T_seed-6468151_sample-3model,91.65760619,0.89,0.9,0.85,-2.593085092,-3097.702881,0.940066843,-0.355999636,91.84316449,0.694,0.120138728,47.095,0.319501549,1273.15,-4.209259988047093
7D2T_seed-9719344_sample-3model,91.96749095,0.89,0.9,0.85,-2.579605194,-3180.627686,0.93992605,0.180677282,91.98098789,0.683,0.141025531,43.555,0.31663084,1255.47,-4.183804465834248
7D2T_seed-4427077_sample-0model,91.55974646,0.89,0.9,0.84,-2.575421942,-3139.283447,0.929471343,-0.015838881,91.79810279,0.696,0.116766272,42.828,0.327101707,1255.86,-4.167344518395934
7D2T_seed-3109649_sample-1model,91.84791241,0.9,0.91,0.85,-2.536592375,-3142.816406,0.96493887,0.716558676,92.2305667,0.677,0.117722977,38.765,0.310377866,1244.79,-4.096270118241136
7D2T_seed-930569_sample-4model,91.89837998,0.89,0.9,0.85,-2.564486022,-3110.736816,0.919039102,-0.28176294,92.47147356,0.684,0.118420638,42.805,0.335006148,1246.64,-4.150087158336086
6U08_seed-976083_sample-0model,95.00754082,0.92,0.92,0.93,-2.73814759,-3302.211426,0.967622085,-0.175486367,96.42160621,0.729,0.136036092,91.833,0.327541888,1161.54,-4.9307175527348015
6A6I_seed-592774_sample-4model,84.54692308,0.89,0.83,0.78,-2.479028541,-1995.990356,0.625271384,0.455491784,89.45539074,0.603,0.13424732,77.737,0.460371524,770.101,-4.481058670458112
7D2T_seed-9033122_sample-4model,91.94486664,0.89,0.9,0.85,-2.554128856,-2929.268066,0.839022897,0.012502894,92.01080687,0.679,0.118488992,41.957,0.348095775,1242.82,-4.1526332161448805
6A6I_seed-1661761_sample-3model,84.01533234,0.88,0.82,0.77,-2.373697323,-1889.366699,0.626351043,-0.102355728,87.17671961,0.651,0.133726267,79.702,0.463412821,790.692,-4.246163398341315
6U08_seed-8614365_sample-3model,95.05177041,0.92,0.92,0.93,-2.744838823,-3200.447998,0.969357104,0.387185361,96.72183108,0.742,0.141243559,82.859,0.346165836,1138.62,-4.940861424251985
